flow_id,day,flow_family,src_ip,dst_ip,src_port,dst_port,protocol,route,ml_prob,ml_prob_band,effective_review_threshold,adjusted_by_watchlist,dynamic_threshold_applied,dynamic_threshold_reason,watchlist_item,match_strength,trigger_matched,context_only,severity,confidence
xgb-d03-benign-workstation-ntp-171,d03,workstation-ntp,10.60.100.27,10.60.60.15,13270,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d03-benign-workstation-ntp-175,d03,workstation-ntp,10.60.100.31,10.60.60.15,13274,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d03-benign-workstation-ntp-176,d03,workstation-ntp,10.60.100.52,10.60.60.15,13275,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-dns-001,d04,workstation-dns,10.60.100.96,10.60.60.5,54200,53,17,tier1_llm,0.10196109861135483,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-002,d04,workstation-dns,10.60.100.23,10.60.60.5,54201,53,17,tier1_llm,0.08217029273509979,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-003,d04,workstation-dns,10.60.100.44,10.60.60.5,54202,53,17,tier1_llm,0.07559838891029358,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-dns-005,d04,workstation-dns,10.60.100.82,10.60.60.5,54204,53,17,tier1_llm,0.06790298968553543,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-007,d04,workstation-dns,10.60.100.48,10.60.60.5,54206,53,17,tier1_llm,0.07039230316877365,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.5
xgb-d04-benign-workstation-dns-011,d04,workstation-dns,10.60.100.52,10.60.60.5,54210,53,17,tier1_llm,0.06781904399394989,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-dns-013,d04,workstation-dns,10.60.100.90,10.60.60.5,54212,53,17,tier1_llm,0.062303002923727036,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.5
xgb-d04-benign-workstation-dns-015,d04,workstation-dns,10.60.100.56,10.60.60.5,54214,53,17,tier1_llm,0.07710665464401245,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-017,d04,workstation-dns,10.60.100.94,10.60.60.5,54216,53,17,tier1_llm,0.08181450515985489,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-dns-019,d04,workstation-dns,10.60.100.41,10.60.60.5,54218,53,17,tier1_llm,0.09478070586919785,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-020,d04,workstation-dns,10.60.100.62,10.60.60.5,54219,53,17,tier1_llm,0.06337937712669373,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-021,d04,workstation-dns,10.60.100.84,10.60.60.5,54220,53,17,tier1_llm,0.08639209717512131,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-dns-022,d04,workstation-dns,10.60.100.24,10.60.60.5,54221,53,17,tier1_llm,0.08639595657587051,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-023,d04,workstation-dns,10.60.100.97,10.60.60.5,54222,53,17,tier1_llm,0.0452466756105423,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-024,d04,workstation-dns,10.60.100.66,10.60.60.5,54223,53,17,tier1_llm,0.09458892047405243,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.5
xgb-d04-benign-workstation-dns-026,d04,workstation-dns,10.60.100.28,10.60.60.5,54225,53,17,tier1_llm,0.07590380311012268,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.95
xgb-d04-benign-workstation-dns-029,d04,workstation-dns,10.60.100.92,10.60.60.5,54228,53,17,tier1_llm,0.05643414705991745,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-ntp-031,d04,workstation-ntp,10.60.100.53,10.60.60.15,13530,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-dns-043,d04,workstation-dns,10.60.100.46,10.60.60.5,54242,53,17,tier1_llm,0.07072703540325165,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-dns-048,d04,workstation-dns,10.60.100.71,10.60.60.5,54247,53,17,tier1_llm,0.049582529813051224,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-dns-058,d04,workstation-dns,10.60.100.22,10.60.60.5,54257,53,17,tier1_llm,0.07307221740484238,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-062,d04,workstation-dns,10.60.100.26,10.60.60.5,54261,53,17,tier1_llm,0.11196086555719376,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-dns-065,d04,workstation-dns,10.60.100.86,10.60.60.5,54264,53,17,tier1_llm,0.07139158248901367,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-dns-139,d04,workstation-dns,10.60.100.47,10.60.60.5,54338,53,17,tier1_llm,0.10450933128595352,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-ntp-167,d04,workstation-ntp,10.60.100.56,10.60.60.15,13666,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-ntp-168,d04,workstation-ntp,10.60.100.77,10.60.60.15,13667,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.5
xgb-d04-benign-workstation-ntp-169,d04,workstation-ntp,10.60.100.92,10.60.60.15,13668,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-ntp-170,d04,workstation-ntp,10.60.100.39,10.60.60.15,13669,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d04-benign-workstation-ntp-172,d04,workstation-ntp,10.60.100.62,10.60.60.15,13671,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-ntp-175,d04,workstation-ntp,10.60.100.45,10.60.60.15,13674,123,17,tier1_llm,0.2251024842262268,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d04-benign-workstation-ntp-178,d04,workstation-ntp,10.60.100.28,10.60.60.15,13677,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-001,d05,workstation-dns,10.60.100.96,10.60.60.5,54600,53,17,tier1_llm,0.10787265002727509,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-002,d05,workstation-dns,10.60.100.56,10.60.60.5,54601,53,17,tier1_llm,0.07709944248199463,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-004,d05,workstation-dns,10.60.100.94,10.60.60.5,54603,53,17,tier1_llm,0.11143027245998383,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-006,d05,workstation-dns,10.60.100.41,10.60.60.5,54605,53,17,tier1_llm,0.09727928787469864,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-008,d05,workstation-dns,10.60.100.84,10.60.60.5,54607,53,17,tier1_llm,0.07087337970733643,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-010,d05,workstation-dns,10.60.100.45,10.60.60.5,54609,53,17,tier1_llm,0.06393145024776459,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-012,d05,workstation-dns,10.60.100.98,10.60.60.5,54611,53,17,tier1_llm,0.10638441890478134,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-016,d05,workstation-dns,10.60.100.92,10.60.60.5,54615,53,17,tier1_llm,0.10407305508852005,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-017,d05,workstation-dns,10.60.100.32,10.60.60.5,54616,53,17,tier1_llm,0.10022378712892532,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-018,d05,workstation-dns,10.60.100.53,10.60.60.5,54617,53,17,tier1_llm,0.0944037139415741,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d05-benign-workstation-dns-019,d05,workstation-dns,10.60.100.74,10.60.60.5,54618,53,17,tier1_llm,0.06951973587274551,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.5
xgb-d05-benign-workstation-dns-020,d05,workstation-dns,10.60.100.82,10.60.60.5,54619,53,17,tier1_llm,0.0944037139415741,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-021,d05,workstation-dns,10.60.100.36,10.60.60.5,54620,53,17,tier1_llm,0.09314579516649246,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-022,d05,workstation-dns,10.60.100.57,10.60.60.5,54621,53,17,tier1_llm,0.055072396993637085,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-023,d05,workstation-dns,10.60.100.97,10.60.60.5,54622,53,17,tier1_llm,0.07580462843179703,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-025,d05,workstation-dns,10.60.100.21,10.60.60.5,54624,53,17,tier1_llm,0.07019555568695068,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-028,d05,workstation-dns,10.60.100.90,10.60.60.5,54627,53,17,tier1_llm,0.05895685777068138,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d05-benign-workstation-ntp-030,d05,workstation-ntp,10.60.100.46,10.60.60.15,13929,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d05-benign-workstation-dns-033,d05,workstation-dns,10.60.100.29,10.60.60.5,54632,53,17,tier1_llm,0.05973561108112335,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d05-benign-workstation-dns-045,d05,workstation-dns,10.60.100.98,10.60.60.5,54644,53,17,tier1_llm,0.08273378759622574,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-057,d05,workstation-dns,10.60.100.34,10.60.60.5,54656,53,17,tier1_llm,0.0743522122502327,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d05-benign-workstation-dns-061,d05,workstation-dns,10.60.100.38,10.60.60.5,54660,53,17,tier1_llm,0.06724567711353302,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-126,d05,workstation-dns,10.60.100.47,10.60.60.5,54725,53,17,tier1_llm,0.14539046585559845,0.12-0.20,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-132,d05,workstation-dns,10.60.100.82,10.60.60.5,54731,53,17,tier1_llm,0.10055071860551834,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-ntp-167,d05,workstation-ntp,10.60.100.70,10.60.60.15,14066,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-ntp-168,d05,workstation-ntp,10.60.100.90,10.60.60.15,14067,123,17,tier1_llm,0.2251024842262268,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-ntp-170,d05,workstation-ntp,10.60.100.53,10.60.60.15,14069,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-ntp-171,d05,workstation-ntp,10.60.100.74,10.60.60.15,14070,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-ntp-172,d05,workstation-ntp,10.60.100.94,10.60.60.15,14071,123,17,tier1_llm,0.2251024842262268,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.95
xgb-d05-benign-workstation-ntp-173,d05,workstation-ntp,10.60.100.36,10.60.60.15,14072,123,17,tier1_llm,0.2251024842262268,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d05-benign-workstation-dns-176,d05,workstation-dns,10.60.100.84,10.60.60.5,54775,53,17,tier1_llm,0.0785975307226181,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
